Entity ID,Entity Name,Name Type,Entity Type,Principal Office Address,RA Name,Status
S6066155,"404 Leigh Road, LLC",Legal Name,Limited Liability Company,"215 Cook Road, Yorktown, VA, 23690 - 0000, USA",JEREMY   FORREST ,Active,
11502089,"410 Britnie Court, LLC",Legal Name,Limited Liability Company,"7720 101st Ave Ste 2R, Ozone Park, NY, 11416 - 1963, USA",Robert M. Pfeifer ,Active,
11145745,4112 Company,Legal Name,Stock Corporation,"1603 Skiffes Creek Cir , Williamsburg, VA, 23185, USA",David  K.  Ball  ,Inactive,
11607500,"412 MUSKET DRIVE, LLC",Legal Name,Limited Liability Company,"519 Musket Dr, Williamsburg, VA, 23185 - 5324, USA",Jeremy C. Johnson ,Active,
S2878504,"413-415 Griffin Avenue, LLC",Legal Name,Limited Liability Company,"142 KINGSPOINT DR, WILLIAMSBURG, VA, 23185 - 0000, USA",CHRISTINE L   WILLIAMSON ,Active,
11502092,"42 Terri Sue Court, LLC",Legal Name,Limited Liability Company,"7720 101st Ave Ste 2R, Ozone Park, NY, 11416 - 1963, USA",Robert M. Pfeifer ,Active,
11702712,422 Restaurant Partners LLC,Legal Name,Limited Liability Company,"714 Graves St, Charlottesville, VA, 22902 - 5759, USA",Robert  Harrsion Gibbs ,Active,
S3031889,4242 ANDERSON ORDINARY LLC,Legal Name,Limited Liability Company,"4242 ANDERSON ORDINARY, WILLIAMSBURG, VA, 23185 - 0000, USA",GEORGE   FARRELL ,Inactive,
11564712,427 Roycroft LLC,Legal Name,Limited Liability Company,"1177 Jamestown Rd, Williamsburg, VA, 23185 - 3315, USA",Andrew M Franck ,Active,
06500086,4324 New Town Avenue Owners Association,Legal Name,Nonstock Corporation,"PO BOX 5010, Williamsburg, VA, 23188, USA",VERNON M  GEDDY III ,Active,
S6384350,44 West Mercury LLC,Legal Name,Limited Liability Company,"44 Whittakers Mill Rd., Williamsburg, VA, 23185 - 0000, USA",CHRISTOPHER BRAD   COOK ,Inactive,
11439445,4401 Ironbound LLC,Legal Name,Limited Liability Company,"4401 Ironbound Rd, Williamsburg, VA, 23188 - 2621, USA",James E. Vaiden ,Active,
11191887,"453 McLaws, LLC",Legal Name,Limited Liability Company,"453 McLaws Cir Ste 1, Williamsburg, VA, 23185 - 5621, USA","Waltrip Firm, PC",Active,
11016687,4605 YEARDLEY LLC,Legal Name,Limited Liability Company,"4605 Yeardley Loop, Williamsburg, VA, 23185, USA",Salvatore  Sedita ,Active,
11789522,4609 Town Creek LLC,Legal Name,Limited Liability Company,"201 Penniman Rd Ste G, Williamsburg, VA, 23185 - 4500, USA",Bray Knicely Law PLLC,Active,
06410443,4808 Courthouse Street Owners Association,Legal Name,Nonstock Corporation,"PO Box 5010, C/O Town Management Llc, Williamsburg, VA, 23188 - 5200, USA",VERNON M  GEDDY III ,Active,
11596089,"4byrs, LLC",Legal Name,Limited Liability Company,"400 City Hall Ave Ste E, Poquoson, VA, 23662 - 1986, USA",Jeffrey  Anderson ,Active,
11010227,4Grazers LLC,Legal Name,Limited Liability Company,"1300 Garrison Dr, Williamsburg, VA, 23185, USA",Noreen  Graziano ,Active,
S7863337,4Sale2Sold LLC,Legal Name,Limited Liability Company,"1176 Jamestown Road Suite A, Williamsburg, VA, 23185 - 0000, USA",MARK ANTHONY   DELLAPOSTA ,Inactive,
S5632015,4some llc,Legal Name,Limited Liability Company,"140 Second St, Williamsburg, VA, 23185 - 4524, USA",JOHN GEORGE   CHOHANY ,Active,
08205247,"4Transformation International, Inc.",Legal Name,Nonstock Corporation,"5824 WILLIAMSBURG LANDING DRIVE, WILLIAMSBURG, VA, 23185 - 8014, USA",CAROL E   ROBERTSON ,Active,
S6653994,"5 Points, LLC",Legal Name,Limited Liability Company,"154 JOHN ROLFE LANE, WILLIAMSBURG, VA, 23185 - 0000, USA",VERNON M  GEDDY III ,Active,
S5954435,5010 LLC,Legal Name,Limited Liability Company,"925 A CAPITOL LANDING RD, WILLIAMSBURG, VA, 23185 - 0000, USA",LINDA T   WALKER ,Active,
11651901,"5100 Jefferson Holding Company, LLC",Legal Name,Limited Liability Company,"5100 Jefferson Ave, Newport News, VA, 23605 - 3206, USA",Robert M. Pfeifer ,Active,
06443378,5121 Center Street Owners Association,Legal Name,Nonstock Corporation,"PO BOX 5010, WILLIAMSBURG, VA, 23188 - 0000, USA",VERNON M  GEDDY III ,Active,
S8628804,"522 HENDERSON STREET, LLC",Legal Name,Limited Liability Company,"156 Second Street, Williamsburg, VA, 23185 - 0000, USA",Bob  Cyphers ,Inactive,
S2938431,"5221 SUNBEAM ROAD, L.L.C.",Legal Name,Limited Liability Company,"2024 HORNES LAKE RD, WILLIAMSBURG, VA, 23185 - 0000, USA",RANA DENISE   GRAHAM-MONTAQUE ,Active,
11007880,"5295 JTH Partners, LLC",Legal Name,Limited Liability Company,"5606 Lamm Rd, Wilson, NC, 27896, USA",Sahil  Patel ,Inactive,
11074241,"537 Second Street, LLC",Legal Name,Limited Liability Company,"537 Second St, Williamsburg, VA, 23185, USA",JARED  CHUBB ,Active,
11468342,541 Supply Group LLC,Legal Name,Limited Liability Company,"122 Drew Rd, Williamsburg, VA, 23185, USA",Montgoussaint  Jons ,Inactive,
S6799854,5425 Skalak Drive LLC,Legal Name,Limited Liability Company,"111 Falling Creek Circle, Williamsburg, VA, 23185 - 0000, USA",SONYA NADINE   PERETTI-HULL ,Inactive,
S5591542,"5600 Properties, LLC",Legal Name,Limited Liability Company,"4808 COURTHOUSE ST, WILLIAMSBURG, VA, 23188 - 0000, USA",VERNON M  GEDDY III ,Inactive,
S8619605,"604 TAM-O-SHANTER BOULEVARD, LLC",Legal Name,Limited Liability Company,"156 Second Street, Williamsburg, VA, 23185 - 0000, USA",Bob  Cyphers ,Active,
S7479472,"605 Hudson Terrace, LLC",Legal Name,Limited Liability Company,"214 Rolfe Road, Williamsburg, VA, 23185 - 0000, USA",SUSANNA B   HICKMAN ,Inactive,
11703292,"64 Becky Court, LLC",Legal Name,Limited Liability Company,"13198 Tall Oak Turn, Sumerduck, VA, 22742, USA",Jeremy C. Johnson ,Active,
L0178006,"6401 RICHMOND ROAD, LLLP",Legal Name,Limited Partnership,"4029 IRONBOUND RD, WILLIAMSBURG, VA, 23188 - 0000, USA",VERNON M  GEDDY III ,Inactive,
S2447284,"656 Biltmore Drive, LLC",Legal Name,Limited Liability Company,"106 MILL NECK RD, WILLIAMSBURG, VA, 23185 - 3418, USA",RANDALL S   HAWTHORNE ,Inactive,
11582770,"6791 James Madison, LLC",Legal Name,Limited Liability Company,"1100 Business Pkwy S Ste 1, Westminster, MD, 21157 - 3048, USA",Bray Knicely Law PLLC,Active,
05426119,"6DOF Solutions, Inc.",Legal Name,Stock Corporation,"2 CHANTERAINE CLOSE, WILLIAMSBURG, VA, 23185 - 0000, USA",JAMES R   BEATY ,Inactive,
S8324305,"7 Cities Group, LLC",Legal Name,Limited Liability Company,"1201 JAMESTOWN RD, WILLIAMSBURG, VA, 23185 - 0000, USA",TATIANA   ANIKINA-DICK ,Inactive,
S7477492,7 Cities Logistics LLC,Legal Name,Limited Liability Company,"410 Rolling Hills Dr, Williamsburg, VA, 23185 - 0000, USA",JEREMY R   HENDERSON ,Inactive,
S1446121,"703 Graves Ordinary, L.L.C.",Legal Name,Limited Liability Company,"703 GRAVES ORDINARY, WILLIAMSBURG, VA, 23185 - 0000, USA",CHRISTINE   CUMMINGS ,Inactive,
S8619530,"703 MADISON ROAD, LLC",Legal Name,Limited Liability Company,"156 Second Street, Williamsburg, VA, 23185 - 0000, USA",Bob  Cyphers ,Active,
11295219,7030 Transportation LLC,Legal Name,Limited Liability Company,"8561 Pocahontas trl, Williamsburg, VA, 23185, USA",Tony  Austin Mebane ,Inactive,
S3803667,71 Acres LLC,Legal Name,Limited Liability Company,"3516 MOTT LN, PO BOX 5787, WILLIAMSBURG, VA, 23185 - 0000, USA",C LEWIS  WALTRIP II ,Inactive,
S8238166,"721 Richmond Road, LLC",Legal Name,Limited Liability Company,"4921 Rockwood Parkway NW, Washington, DC, 20016 - 0000, USA",CARLTON DOWNING   CASEY ,Active,
11760906,744 Thimble Shoals LLC,Legal Name,Limited Liability Company,"744 Thimble Shoals Blvd, Suites A-D, Newport News, VA, 23606 - 3543, USA",Bray Knicely Law PLLC,Active,
08417685,"757 RAMS YOUTH FOOTBALL & CHEERLEADING LEAGUE, INC.",Legal Name,Nonstock Corporation,"114 Springfield Dr, Williamsburg, VA, 23185 - 5426, USA",Andre  Welsh ,Inactive,
S5995347,"757-VAPES, LLC",Legal Name,Limited Liability Company,"1915 N FOWLERS CLOSE, WILLIAMSBURG, VA, 23185 - 0000, USA",TAMI   KEITH ,Inactive,
11174398,7709 Flippo Drive LLC,Legal Name,Limited Liability Company,"9271 Blu Steel Way, Lorton, VA, 22079, USA",Bray Knicely Law PLLC,Active,
S6799888,7750 Church Lane LLC,Legal Name,Limited Liability Company,"111 Falling Creek Circle, Williamsburg, VA, 23185 - 0000, USA",SONYA NADINE   PERETTI-HULL ,Active,
11168264,7805 Mont Trail LLC,Legal Name,Limited Liability Company,"9271 Blu Steel Way, Lorton, VA, 22079, USA",Bray Knicely Law PLLC,Active,
06801427,"7th Virginia Regiments of the Continental Line, Inc.",Legal Name,Nonstock Corporation,"116 Queen Anne Dr, Williamsburg, VA, 23185 - 4969, USA",MICHAEL ANTHONY   CECERE ,Active,
11730281,8 Cole Lane LLC,Legal Name,Limited Liability Company,"1216 N Atlantic Dr, Lantana, FL, 33462 - 1936, USA",Tracy McMurtrie Luck ,Active,
S4855229,8008 Arbor Glen Place LLC,Legal Name,Limited Liability Company,"2024 Hornes Lake Road, Williamsburg, VA, 23185 - 0000, USA",RANA DENISE   GRAHAM-MONTAGUE ,Active,
S1057761,"802 B & B, LLC",Legal Name,Limited Liability Company,"802 JAMESTOWN RD, WILLIAMSBURG, VA, 23185 - 0000, USA",CATHRYN J.   BRADLEY ,Inactive,
S6128146,"805 Railroad Ave, LLC",Legal Name,Limited Liability Company,"214 ROLFE RD, WILLIAMSBURG, VA, 23185 - 0000, USA",SUSANNA B   HICKMAN ,Inactive,
11248249,812 LLC,Legal Name,Limited Liability Company,"812 Loch Island Dr, Chesapeake, VA, 23320 - 9283, USA",Jeffrey   Anderson ,Active,
11093606,"815 Bluecrab E&F, LLC",Legal Name,Limited Liability Company,"815 Bluecrab Rd Ste E, Newport News, VA, 23606 - 4221, USA",Helena  S Mock ,Active,
11093607,"815 Bluecrab G&H, LLC",Legal Name,Limited Liability Company,"815 Bluecrab Rd Ste E, Newport News, VA, 23606, USA",Helena  S Mock ,Active,
11669777,8321 LLC,Legal Name,Limited Liability Company,"925 Capitol Landing Rd  Ste A, Williamsburg, VA, 23185, USA",Linda T Walker ,Active,
11328304,"843 Vail Ridge, LLC",Legal Name,Limited Liability Company,"127 Lakewood Dr, Williamsburg, VA, 23185, USA",Robert P. Phipps ,Inactive,
11055872,89th Street LLC,Legal Name,Limited Liability Company,"1321 Jamestown Rd Ste 202, Williamsburg, VA, 23185, USA",James E. Vaiden ,Active,
11209552,906 Trading LLC,Legal Name,Limited Liability Company,"8264 Wrenfield Dr, Williamsburg, VA, 23188, USA",Darryl  R. Hansen ,Inactive,
S2463547,"907 Coleman Drive, LLC",Legal Name,Limited Liability Company,"106 MILL NECK RD, WILLIAMSBURG, VA, 23185 - 3418, USA",SHELBY M   HAWTHORNE ,Active,
11024316,"9111 Pocahontas, LLC",Legal Name,Limited Liability Company,"311 Second St Ste 103, Williamsburg, VA, 23185 - 4572, USA",Sabrina  Ackermann ,Pending Inactive,
S5124328,"920 Pepper Avenue, LLC",Legal Name,Limited Liability Company,"102 Prince Charles Road, Williamsburg, VA, 23185 - 0000, USA",PATRICIA H.   NEWMAN ,Inactive,
11761885,928 Professional Place LLC,Legal Name,Limited Liability Company,"928 Professional Pl, Chesapeake, VA, 23320 - 3631, USA",Bray Knicely Law PLLC,Active,
L0155699,929 Rochambeau LP,Designated Name,Limited Partnership,"927 CAPITOL LANDING RD, WILLIAMSBURG, VA, 23185 - 0000, USA",Sheldon M Franck ,Inactive,
S4017440,"94 Enterprises, LLC",Legal Name,Limited Liability Company,"120 RICH NECK RD, WILLIAMSBURG, VA, 23185 - 0000, USA",JASON   MILLER ,Active,
S5078896,9G Evolution LLC,Legal Name,Limited Liability Company,"26 FAIRTURN ACRES, OXFORD, ME, 04270 - 0000, USA",JONATHAN TODD   TREACY ,Inactive,
S7944376,"A & F Concrete and Excavation, LLC",Legal Name,Limited Liability Company,"2791 LAKE POWELL ROAD, WILLIAMSBURG, VA, 23185 - 0000, USA",ANDREA WALTRIP   GOALDER ,Inactive,
11259923,"A & H Locations, LLC",Legal Name,Limited Liability Company,"410 Lewis Burwell Pl, Williamsburg, VA, 23185, USA",Athena  Staik ,Inactive,
S4445500,"A & J Contracting and Home Repair, L.L.C.",Legal Name,Limited Liability Company,"114 FISHERMAN'S COVE, YORKTOWN, VA, 23692 - 0000, USA",GILBERT A   BARTLETT ,Inactive,
05065875,"A & J SUPPLY, INC.",Legal Name,Stock Corporation,"3116 Ironbound Rd, WILLIAMSBURG, VA, 23185 - 2321, USA",GEORGE U  BROOKS III ,Active,
11352963,A & K Realty Group LLC,Legal Name,Limited Liability Company,"100 Sonoma Ct , Williamsburg, VA, 23185, USA",Crystal   Diggs ,Inactive,
F1927443,"A & S HOMEVESTING, INC.",Legal Name,Stock Corporation,"402 TAM-O-SHANTER BLVD, WILLIAMSBURG, VA, 23185 - 0000, USA",GREG   PIEPER ,Inactive,
S1398355,"A & T NEW KENT, LLC",Legal Name,Limited Liability Company,"1118 PENNIMAN RD, WILLIAMSBURG, VA, 23185 - 0000, USA",TERRI S   HARRIS ,Inactive,
S1074709,"A & T RENTAL APARTMENTS, LLC",Legal Name,Limited Liability Company,"1118 PENNIMAN RD, WILLIAMSBURG, VA, 23185 - 0000, USA",TERRI S   HARRIS ,Inactive,
S1074691,"A & T RENTAL HOMES, LLC",Legal Name,Limited Liability Company,"1118 PENNIMAN RD, WILLIAMSBURG, VA, 23185 - 0000, USA",TERRI S   HARRIS ,Inactive,
11294142,"A AND T INTERESTS, INC.",Legal Name,Stock Corporation,"1220 Richmond Rd Ste E, Williamsburg, VA, 23185 - 2862, USA",Andrew M Franck ,Inactive,
S3764893,A B Smith Consulting LLC,Legal Name,Limited Liability Company,"288 East Queens Drive, Williamsburg, VA, 23185 - 0000, USA",ANNE B.   SMITH ,Inactive,
T0229890,"A C Aviation Services, L.L.C.",Legal Name,Limited Liability Company,"ONE EAGLE SQUARE, PO BOX 3550, CONCORD, NH, 03302 - 3550, USA",JULIE A   SONSON ,Active,
S8086961,A Clean Break LLC,Legal Name,Limited Liability Company,"3024 Cedar Run, Williamsburg, VA, 23185 - 0000, USA",LYNN MARIE   GALE ,Inactive,
S7773510,"A Daughter 4 a Day, LLC",Legal Name,Limited Liability Company,"1104 Queens Crossing, Williamsburg, VA, 23185 - 0000, USA",ELIZABETH W   ANTHONY ,Inactive,
S3279108,"A Home 4 U Real Estate Solutions, LLC",Legal Name,Limited Liability Company,"105 HARBIN CT, WILLIAMSBURG, VA, 23185 - 0000, USA",DIANE K   WILKS ,Inactive,
11748981,A Joyeux Vita LLC,Legal Name,Limited Liability Company,"112 King Richard Ct, Williamsburg, VA, 23185, USA",Lenny Lidia  Ramos ,Active,
S7648431,"A Lifetime of Caring, LLC",Legal Name,Limited Liability Company,"328 Oxford Road, Williamsburg, VA, 23185 - 0000, USA",SHERRI   SAPP ,Inactive,
05538905,"A Logo for You, Inc.",Legal Name,Stock Corporation,"100 Stafford Ct, Williamsburg, VA, 23185 - 5767, USA",JOHN E.   KERNER ,Active,
S6107942,"A MAN IN FILMS, LLC",Legal Name,Limited Liability Company,"6144 Edsall Road, Unit 33, Alexandria, VA, 22304 - 0000, USA",ROBERT M.   PFEIFER ,Active,
05474531,A Mid-Atlantic Group Inc.,Legal Name,Stock Corporation,"1769 Jamestown Rd Ste 120, Williamsburg, VA, 23185 - 2310, USA",Sherri L. Nelson ,Inactive,
S8380430,A n S Hauling LLC,Legal Name,Limited Liability Company,"201 Tam O Shanter Blvd 2B, Williamsburg, VA, 23185 - 0000, USA",BYRON  BELTON III ,Inactive,
11805819,A New Dawn LLC,Legal Name,Limited Liability Company,"3304 Isle of Wight Ct, Williamsburg, VA, 23185 - 2490, USA",Dawn Eileen Linton ,Active,
08442725,"A New Level of Contracting, Inc.",Legal Name,Stock Corporation,"1198 DUNCAN DRIVE, WILLIAMSBURG, VA, 23185 - 0000, USA",Desiree  Lolopulos ,Active,
11145509,A Royal Affair LLC,Legal Name,Limited Liability Company,"1407 Peabody Dr, Hampton, VA, 23666 - 2436, USA",Stephanie  Claudio ,Inactive,
S5663622,"A Time Out, LLC",Legal Name,Limited Liability Company,"1177 JAMESTOWN RD, WILLIAMSBURG, VA, 23185 - 0000, USA",SUSANNA B   HICKMAN ,Inactive,
S7924790,A to B solutions LLC,Legal Name,Limited Liability Company,"10345 Brickerton Dr, Mechanicsville, VA, 23116 - 5828, USA",AARON   OFFENBACHER ,Active,
04522173,A TO Z PAINTING COMPANY,Legal Name,Stock Corporation,"63 WYTHE CREEK ROAD, UNIT 2, HAMPTON, VA, 23666 - 0000, USA",JOHN D   KONSTANTINOU ,Inactive,
S6500831,"A to Z trucking & logistics, LLC",Legal Name,Limited Liability Company,"102 Caran Rd, Williamsburg, VA, 23185 - 0000, USA",ANTONINA   PRITCHARD ,Inactive,
11423584,A Touch of A Spa of Elegance LLC,Legal Name,Limited Liability Company,"110 Oakmont Cir, Williamsburg, VA, 23185, USA",Shonda   Ashby  ,Active,
S7159769,A Touch of Color LLC,Legal Name,Limited Liability Company,"1490-5A Quarterpath rd, Williamsburg, VA, 23185 - 0000, USA",MARVIN DEON   DRAUGHN ,Inactive,
02756807,"A TOUCH OF GREEN, INC.",Legal Name,Stock Corporation,"114 GODSPEED LN, WILLIAMSBURG, VA, 23185 - 0000, USA",WILLIAM F.   MILLER ,Inactive,
05974977,"A WILLIAMSBURG WHITE HOUSE, INC.",Legal Name,Stock Corporation,"718 JAMESTOWN ROAD, WILLIAMSBURG, VA, 23185 - 0000, USA",JOHN A   KEANE ,Active,
11083936,A Working Home LLC,Legal Name,Limited Liability Company,"2900 Richard Grv N, Williamsburg, VA, 23185, USA",Alyssa  Kelley ,Active,
S4459352,A&A INVESTMENT LLC,Legal Name,Limited Liability Company,"6011 OLD ROLLING RD, ALEXANDRIA, VA, 22310 - 0000, USA",Farino Law PLLC,Pending Inactive,
11204822,A+ Cleaning LLC,Legal Name,Limited Liability Company,"932 N Henry St, Williamsburg, VA, 23185 - 4131, USA",marchaney natalie Adkins ,Inactive,
11797960,A+ Notary Solutions LLC,Legal Name,Limited Liability Company,"415 Cobble Stone, Williamsburg, VA, 23185 - 2318, USA",Tyesha  Ramsay ,Active,
11786731,A+ Veritas Ventures LLC,Legal Name,Limited Liability Company,"415 Cobble Stone, Williamsburg, VA, 23185, USA",Tyesha  Ramsay ,Active,
11114849,"A, B & T Capital, LLC",Legal Name,Limited Liability Company,"1176 Jamestown Rd, Williamsburg, VA, 23185 - 3339, USA",Robert Maury Jankovic ,Active,
11558665,"A-1 CONSTRUCTION, LLC",Legal Name,Limited Liability Company,"110 Brettwood Ct, Williamsburg, VA, 23185, USA",Bondie  Brown ,Inactive,
S3243583,"A-BODYMAKER Personal Training Studio, L.L.C.",Legal Name,Limited Liability Company,"112 CRESCENT DR, WILLIAMSBURG, VA, 23188 - 0000, USA",STUART D   SPIRN ,Inactive,
S4234367,"A-R-M Aircraft Leasing, LLC",Legal Name,Limited Liability Company,"104 Marclay Road, Williamsburg, VA, 23185 - 0000, USA",MARK   BADANOWSKI ,Active,
01898873,"A. A. CONSCIENTIOUS CARPET CARE, INC.",Legal Name,Stock Corporation,"5612 Mooretown Rd Ste B, PO BOX 1841, Williamsburg, VA, 23188 - 2155, USA",DANIEL C.   GASINK ,Active,
S5837317,"A. Reynolds, LLC",Legal Name,Limited Liability Company,"1516 BATEAU LANDING, CHESAPEAKE, VA, 23321 - 0000, USA",SPENCER M.   BAXTER ,Active,
11413120,"A. Tedesco Realty, LLC",Legal Name,Limited Liability Company,"1781 Jamestown Rd Ste 232, Williamsburg, VA, 23185 - 2363, USA",JOHN Dimitrios KONSTANTINOU ,Active,
11031501,"A. White Contracting, LLC",Legal Name,Limited Liability Company,"105 Promenade Ln, Williamsburg, VA, 23185 - 3416, USA",Akeen D White ,Pending Inactive,
06923726,"A.I.R. Contracting and Consulting, Inc.",Legal Name,Stock Corporation,"106 Miles Mahone, WILLIAMSBURG, VA, 23188 - 0000, USA",STUART D   SPIRN ,Pending Inactive,
11284652,"A.J.C Lewis, LLC",Legal Name,Limited Liability Company,"115 Plantation Rd, Williamsburg, VA, 23185 - 6224, USA",Shannon  Lewis ,Inactive,
08442808,A.Morris Construction Inc.,Legal Name,Stock Corporation,"4323 Candace Ln, Williamsburg, VA, 23188 - 0000, USA",ALLEN   MORRIS ,Inactive,
11516532,A.T. Hopkins LLC,Legal Name,Limited Liability Company,"110 Cardinal Acres Dr, Williamsburg, VA, 23185, USA",Blake   Hopkins ,Inactive,
S2912675,"A.T.'s Holdings, L.L.C.",Legal Name,Limited Liability Company,"14223 WOODSFIELD DR, BELLE HAVEN, VA, 23306 - 0000, USA",SUSANNA B   HICKMAN ,Inactive,
06134027,"A/C Masters, Inc.",Legal Name,Stock Corporation,"314 Old York Hampton Hwy Ste B, Yorktown, VA, 23692 - 4999, USA",JEREMY   FORREST ,Active,
11671026,A2Z Home Maintenance Solutions LLC,Legal Name,Limited Liability Company,"212 Neck O Land Rd , Williamsburg, VA, 23185, USA",William   Grymes ,Active,
11148963,AA RAMIREZ CONSTRUCTION LLC,Legal Name,Limited Liability Company,"500 Stratford Rd APT D, Williamsburg, VA, 23185, USA",Alvaro  Ramirez Lopez ,Inactive,
S3752401,"AAA Victor Import, Export & Distribution, LLC",Legal Name,Limited Liability Company,"1242 RICHMOND RD, WILLIAMSBURG, VA, 23185 - 0000, USA",SHELDON   FRANCK ,Inactive,
S2571554,"AALIM, L.L.C.",Legal Name,Limited Liability Company,"212 Sir Thomas Lunsford Dr, Williamsburg, VA, 23185 - 3387, USA",Jeremy C. Johnson ,Active,
S3790450,AAmerican Earth Movers LLC,Legal Name,Limited Liability Company,"301 Tam-O-Shanter Blvd, Williamsburg, VA, 23185 - 0000, USA",STEPHEN JAMES   WOODARD ,Inactive,
07452394,AAmerican Hauling Inc.,Legal Name,Stock Corporation,"301 TAM O SHANTER BLVD, WILLIAMSBURG, VA, 23185 - 0000, USA",STEPHEN   WOODARD ,Inactive,
S6600425,"AAN Properties, LLC",Legal Name,Limited Liability Company,"100 Cove Point Lane, Williamsburg, VA, 23185 - 0000, USA",DAVID W.   OTEY ,Active,
11577703,"Aardwolf Partners, LLC",Legal Name,Limited Liability Company,"105 Francis Jessup, Williamsburg, VA, 23185, USA",John Bret Traw ,Active,
L0164485,"AARON INVESTORS II, L.P.",Legal Name,Limited Partnership,"212 BURTCHER CT, WILLIAMSBURG, VA, 23185 - 0000, USA",BERTRAM D   AARON ,Inactive,
S6771077,"AB POOL SERVICES, LLC",Legal Name,Limited Liability Company,"914 LEE STREET, WEST POINT, VA, 23181 - 0000, USA",STUART D   SPIRN ,Inactive,
